,year,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,fgMade,threeMade,dq,mpg,ppg,apg,rpg,spg,bpg,pfpg,fg%,3p%,ft%,orpg,drpg,percentage_pointsFromFieldGoal,percentage_pointsFromFreeThrow,height,weight,coachStint,coachWon,coachLost,coach W/L Ratio,playoff,o_fga,o_fta,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,homeW_ratio,awayW_ratio,min,o_fg%,o_ft%,o_3p%,d_fg%,d_ft%,d_3p%,confID_EA,confID_WE,tmID_encoded,playerID_encoded,coachID_encoded
416,6,178,27,35,21,14,6,42,54,55,1,0,19.30434782608696,7.739130434782608,0.9130434782608696,2.6956521739130435,0.6086956521739131,0.2608695652173913,2.347826086956522,43.65079365079365,100.0,69.79166666666666,1.173913043478261,1.5217391304347827,30.337078651685395,37.640449438202246,74.0,181.0,0,16,18,0.8888888888888888,1,2060,774,238,412,803,1215,474,761,241,571,155,2247,784,1945,565,754,154,456,273,745,1018,473,744,272,520,136,2287,0.706,0.235,6925,40.34,65.76,31.93,40.31,74.93,33.77,True,False,5,377,30
417,6,163,25,55,77,29,4,51,62,62,0,0,23.13793103448276,5.620689655172414,2.655172413793104,2.7586206896551726,1.0,0.1379310344827586,2.1379310344827585,43.66197183098591,0.0,60.0,0.8620689655172413,1.896551724137931,38.036809815950924,23.92638036809816,68.0,150.0,0,16,18,0.8888888888888888,1,2060,774,238,412,803,1215,474,761,241,571,155,2247,784,1945,565,754,154,456,273,745,1018,473,744,272,520,136,2287,0.706,0.235,6925,40.34,65.76,31.93,40.31,74.93,33.77,True,False,5,380,30
418,6,251,43,113,39,23,46,68,131,100,3,4,25.90909090909091,7.606060606060606,1.181818181818182,4.727272727272728,0.696969696969697,1.393939393939394,3.9696969696969697,37.45318352059925,25.0,80.0,1.303030303030303,3.4242424242424243,38.645418326693225,19.12350597609562,77.0,198.0,0,16,18,0.8888888888888888,1,2060,774,238,412,803,1215,474,761,241,571,155,2247,784,1945,565,754,154,456,273,745,1018,473,744,272,520,136,2287,0.706,0.235,6925,40.34,65.76,31.93,40.31,74.93,33.77,True,False,5,397,30
419,6,124,11,17,26,5,3,17,27,40,18,0,30.307692307692307,9.538461538461538,2.0,2.1538461538461537,0.3846153846153846,0.2307692307692307,2.076923076923077,37.38317757009346,32.72727272727273,76.47058823529412,0.8461538461538461,1.3076923076923077,17.741935483870968,20.967741935483872,71.0,174.0,0,16,18,0.8888888888888888,1,2060,774,238,412,803,1215,474,761,241,571,155,2247,784,1945,565,754,154,456,273,745,1018,473,744,272,520,136,2287,0.706,0.235,6925,40.34,65.76,31.93,40.31,74.93,33.77,True,False,5,433,30
420,6,22,6,6,13,3,0,4,6,8,2,0,5.666666666666667,1.2222222222222223,0.7222222222222222,0.6666666666666666,0.1666666666666666,0.0,0.3333333333333333,34.78260869565217,20.0,66.66666666666666,0.3333333333333333,0.3333333333333333,27.27272727272727,18.181818181818183,70.0,158.0,0,16,18,0.8888888888888888,1,2060,774,238,412,803,1215,474,761,241,571,155,2247,784,1945,565,754,154,456,273,745,1018,473,744,272,520,136,2287,0.706,0.235,6925,40.34,65.76,31.93,40.31,74.93,33.77,True,False,5,452,30
421,6,12,10,10,8,8,3,3,15,2,0,0,7.823529411764706,0.7058823529411765,0.4705882352941176,1.1764705882352942,0.4705882352941176,0.1764705882352941,0.8823529411764706,16.666666666666664,0.0,40.0,0.5882352941176471,0.5882352941176471,16.666666666666664,66.66666666666666,70.0,154.0,0,16,18,0.8888888888888888,1,2060,774,238,412,803,1215,474,761,241,571,155,2247,784,1945,565,754,154,456,273,745,1018,473,744,272,520,136,2287,0.706,0.235,6925,40.34,65.76,31.93,40.31,74.93,33.77,True,False,5,472,30
422,6,59,16,31,13,6,10,16,15,25,0,0,20.08333333333333,4.916666666666667,1.0833333333333333,3.9166666666666665,0.5,0.8333333333333334,1.25,48.07692307692308,0.0,75.0,1.3333333333333333,2.583333333333333,42.3728813559322,15.254237288135592,75.0,142.0,0,16,18,0.8888888888888888,1,2060,774,238,412,803,1215,474,761,241,571,155,2247,784,1945,565,754,154,456,273,745,1018,473,744,272,520,136,2287,0.706,0.235,6925,40.34,65.76,31.93,40.31,74.93,33.77,True,False,5,499,30
423,7,36,13,12,7,2,3,4,21,15,2,0,6.846153846153846,1.3846153846153846,0.2692307692307692,0.9615384615384616,0.0769230769230769,0.1153846153846153,0.8076923076923077,27.77777777777778,14.285714285714285,57.14285714285714,0.5,0.4615384615384615,36.11111111111111,11.11111111111111,73.0,163.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,32,30
424,7,146,42,75,26,11,11,53,83,58,0,1,10.558823529411764,4.294117647058823,0.7647058823529411,3.4411764705882355,0.3235294117647059,0.3235294117647059,2.4411764705882355,40.55944055944056,0.0,62.5,1.2352941176470589,2.2058823529411766,39.72602739726028,20.54794520547945,78.0,210.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,58,30
425,7,358,63,105,106,20,11,88,85,124,1,0,29.11764705882353,10.529411764705882,3.117647058823529,4.941176470588236,0.5882352941176471,0.3235294117647059,2.5,38.39009287925697,7.6923076923076925,76.22377622377621,1.8529411764705883,3.088235294117647,34.357541899441344,30.44692737430168,73.0,162.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,83,30
426,7,443,130,233,45,38,25,58,114,157,0,0,28.75,13.84375,1.40625,11.34375,1.1875,0.78125,3.5625,49.84126984126984,0.0,64.82412060301507,4.0625,7.28125,35.44018058690745,29.119638826185103,75.0,198.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,152,30
427,7,140,12,28,43,23,2,40,29,51,28,0,11.676470588235292,4.117647058823529,1.2647058823529411,1.1764705882352942,0.6764705882352942,0.0588235294117647,0.8529411764705882,35.91549295774648,33.33333333333333,62.5,0.3529411764705882,0.8235294117647058,16.428571428571427,7.142857142857142,68.0,129.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,213,30
428,7,468,32,121,124,47,11,86,79,172,39,1,32.0,13.764705882352942,3.647058823529412,4.5,1.3823529411764706,0.3235294117647059,2.323529411764706,40.47058823529412,34.51327433628318,85.0,0.9411764705882352,3.5588235294117645,28.418803418803417,18.16239316239316,69.0,147.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,353,30
429,7,2,1,0,0,0,0,1,1,0,0,0,6.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,100.0,0.5,0.0,0.0,100.0,77.0,190.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,358,30
430,7,12,4,0,6,1,1,10,9,5,2,0,4.636363636363637,1.0909090909090908,0.5454545454545454,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.8181818181818182,20.0,40.0,0.0,0.3636363636363636,0.0,25.0,0.0,67.0,159.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,364,30
431,7,220,44,88,24,18,14,37,84,82,0,0,16.61764705882353,6.470588235294118,0.7058823529411765,3.882352941176471,0.5294117647058824,0.4117647058823529,2.4705882352941178,45.55555555555556,0.0,70.0,1.2941176470588236,2.588235294117647,37.27272727272727,25.454545454545453,74.0,181.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,377,30
432,7,14,7,6,15,3,0,9,9,3,0,0,10.909090909090908,1.2727272727272727,1.3636363636363635,1.181818181818182,0.2727272727272727,0.0,0.8181818181818182,18.75,0.0,57.14285714285714,0.6363636363636364,0.5454545454545454,21.428571428571427,57.14285714285714,68.0,150.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,380,30
433,7,249,36,129,52,18,49,54,110,115,3,2,25.73529411764705,7.323529411764706,1.5294117647058822,4.852941176470588,0.5294117647058824,1.4411764705882353,3.235294117647059,45.63492063492063,33.33333333333333,88.88888888888889,1.0588235294117647,3.794117647058824,44.97991967871486,6.425702811244979,77.0,198.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,397,30
434,7,398,19,73,112,25,4,65,78,123,59,0,33.44117647058823,11.705882352941176,3.294117647058824,2.7058823529411766,0.7352941176470589,0.1176470588235294,2.294117647058824,40.72847682119205,36.64596273291926,91.17647058823528,0.5588235294117647,2.147058823529412,16.08040201005025,23.366834170854272,71.0,174.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,433,30
435,7,41,3,10,12,7,6,15,9,14,2,0,6.333333333333333,1.9523809523809523,0.5714285714285714,0.6190476190476191,0.3333333333333333,0.2857142857142857,0.4285714285714285,32.55813953488372,25.0,64.70588235294117,0.1428571428571428,0.4761904761904761,29.268292682926827,26.82926829268293,72.0,149.0,0,23,11,2.090909090909091,1,2220,746,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,0.824,0.529,6825,41.4,74.13,32.85,38.8,75.36,31.19,True,False,5,523,30
436,8,207,54,112,16,14,16,62,91,84,0,2,17.580645161290324,6.67741935483871,0.5161290322580645,5.354838709677419,0.4516129032258064,0.5161290322580645,2.935483870967742,44.680851063829785,0.0,67.24137931034483,1.7419354838709675,3.612903225806452,40.57971014492754,18.84057971014493,78.0,210.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,58,30
437,8,344,54,135,79,19,13,81,70,126,0,0,30.93548387096774,11.096774193548388,2.548387096774193,6.096774193548387,0.6129032258064516,0.4193548387096774,2.2580645161290325,41.042345276872965,0.0,76.03305785123968,1.7419354838709675,4.354838709677419,36.627906976744185,26.744186046511626,73.0,162.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,83,30
438,8,195,48,120,22,28,11,42,54,71,0,0,30.666666666666668,13.0,1.4666666666666666,11.2,1.8666666666666667,0.7333333333333333,3.6,49.65034965034965,0.0,63.85542168674698,3.2,8.0,36.41025641025641,27.17948717948718,75.0,198.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,152,30
439,8,193,18,43,56,20,2,40,68,57,29,0,16.939393939393938,5.848484848484849,1.696969696969697,1.8484848484848484,0.6060606060606061,0.0606060606060606,2.060606060606061,34.33734939759036,41.42857142857143,81.9672131147541,0.5454545454545454,1.303030303030303,14.507772020725389,25.906735751295333,67.0,152.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,242,30
440,8,93,4,15,20,8,2,16,24,34,22,0,7.129032258064516,3.0,0.6451612903225806,0.6129032258064516,0.2580645161290322,0.064516129032258,0.7741935483870968,39.08045977011494,44.89795918367347,42.85714285714285,0.1290322580645161,0.4838709677419355,12.903225806451612,3.225806451612903,66.0,143.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,268,30
441,8,15,10,8,2,0,0,6,11,6,0,0,10.2,3.0,0.4,3.6,0.0,0.0,2.2,28.57142857142857,0.0,75.0,2.0,1.6,40.0,20.0,75.0,232.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,325,30
442,8,553,35,113,132,49,12,82,69,221,46,0,34.55882352941177,16.264705882352942,3.882352941176471,4.352941176470588,1.4411764705882353,0.3529411764705882,2.0294117647058822,46.04166666666666,39.31623931623932,82.27848101265823,1.0294117647058822,3.323529411764706,31.64556962025317,11.754068716094032,69.0,147.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,353,30
443,8,396,70,127,59,26,29,79,110,149,0,5,25.23529411764705,11.647058823529411,1.7352941176470589,5.794117647058823,0.7647058823529411,0.8529411764705882,3.235294117647059,47.756410256410255,0.0,75.38461538461539,2.0588235294117645,3.735294117647059,37.62626262626262,24.747474747474747,74.0,181.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,377,30
444,8,60,11,23,44,12,2,29,33,22,0,0,10.09375,1.875,1.375,1.0625,0.375,0.0625,1.03125,40.74074074074074,0.0,69.56521739130434,0.34375,0.71875,36.66666666666666,26.666666666666668,68.0,150.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,380,30
445,8,2,0,2,0,0,0,2,3,0,0,0,1.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,50.0,0.0,0.3333333333333333,0.0,100.0,71.0,156.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,409,30
446,8,450,18,110,124,42,3,59,81,128,61,0,34.294117647058826,13.235294117647058,3.647058823529412,3.764705882352941,1.2352941176470589,0.088235294117647,2.3823529411764706,36.056338028169016,31.12244897959184,84.71337579617835,0.5294117647058824,3.235294117647059,14.888888888888888,29.55555555555556,71.0,174.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,433,30
447,8,1,1,1,0,1,0,0,0,0,0,0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,0.0,100.0,72.0,167.53222930475303,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,437,30
448,8,4,2,5,1,0,0,7,3,2,0,0,3.25,0.5,0.125,0.875,0.0,0.0,0.375,33.33333333333333,0.0,0.0,0.25,0.625,50.0,0.0,77.0,165.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,478,30
449,8,7,0,6,1,1,2,6,8,3,0,1,21.5,3.5,0.5,3.0,0.5,1.0,4.0,42.85714285714285,0.0,33.33333333333333,0.0,3.0,42.85714285714285,14.285714285714285,75.0,142.0,0,24,10,2.4,1,2261,785,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0.706,0.706,6850,42.99,75.8,35.75,39.57,76.18,33.28,True,False,5,499,30
450,9,295,48,120,27,14,24,54,84,107,0,1,17.87878787878788,8.93939393939394,0.8181818181818182,5.090909090909091,0.4242424242424242,0.7272727272727273,2.5454545454545454,41.47286821705426,0.0,74.31192660550458,1.4545454545454546,3.636363636363636,36.271186440677965,27.45762711864407,78.0,210.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,58,30
451,9,243,74,134,22,24,9,23,70,89,0,0,26.541666666666668,10.125,0.9166666666666666,8.666666666666666,1.0,0.375,2.9166666666666665,48.10810810810811,0.0,56.03448275862068,3.083333333333333,5.583333333333333,36.62551440329218,26.74897119341564,75.0,198.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,152,30
452,9,2,0,0,2,0,0,2,2,0,0,0,3.333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,100.0,0.0,0.0,0.0,100.0,70.0,154.40867158271234,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,175,30
453,9,184,53,85,71,79,10,49,97,63,16,1,21.97058823529412,5.411764705882353,2.088235294117647,4.0588235294117645,2.323529411764706,0.2941176470588235,2.8529411764705883,35.39325842696629,35.55555555555556,63.63636363636363,1.5588235294117647,2.5,25.543478260869566,22.82608695652174,71.0,155.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,219,30
454,9,160,25,38,22,13,6,24,59,62,15,2,13.5,7.272727272727272,1.0,2.863636363636364,0.5909090909090909,0.2727272727272727,2.6818181818181817,50.0,38.46153846153847,95.45454545454544,1.1363636363636365,1.7272727272727273,29.375,13.125,75.0,190.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,221,30
455,9,0,0,0,2,0,0,2,0,0,0,0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,150.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,279,30
456,9,10,1,6,1,1,0,4,6,2,2,0,6.285714285714286,1.4285714285714286,0.1428571428571428,1.0,0.1428571428571428,0.0,0.8571428571428571,28.57142857142857,40.0,66.66666666666666,0.1428571428571428,0.8571428571428571,0.0,40.0,76.0,170.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,283,30
457,9,75,17,30,13,3,5,9,18,27,1,0,26.428571428571427,10.714285714285714,1.8571428571428568,6.714285714285714,0.4285714285714285,0.7142857142857143,2.571428571428572,42.1875,100.0,90.9090909090909,2.4285714285714284,4.285714285714286,34.66666666666667,26.666666666666668,74.0,188.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,318,30
458,9,33,8,13,7,6,2,9,16,12,5,0,9.384615384615383,2.5384615384615383,0.5384615384615384,1.6153846153846154,0.4615384615384615,0.1538461538461538,1.2307692307692308,30.0,26.31578947368421,66.66666666666666,0.6153846153846154,1.0,21.21212121212121,12.12121212121212,71.0,164.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,341,30
459,9,538,26,107,150,42,10,73,68,216,43,1,33.64705882352941,15.823529411764708,4.411764705882353,3.911764705882353,1.2352941176470589,0.2941176470588235,2.0,46.45161290322581,37.391304347826086,86.3013698630137,0.7647058823529411,3.147058823529412,32.15613382899628,11.71003717472119,69.0,147.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,353,30
460,9,332,64,72,63,24,34,48,99,122,0,1,23.178571428571427,11.857142857142858,2.25,4.857142857142857,0.8571428571428571,1.2142857142857142,3.5357142857142856,45.69288389513109,0.0,75.21367521367522,2.2857142857142856,2.571428571428572,36.74698795180723,26.506024096385545,74.0,181.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,377,30
461,9,58,18,32,35,6,1,18,21,24,1,0,19.5625,3.625,2.1875,3.125,0.375,0.0625,1.3125,48.97959183673469,50.0,75.0,1.125,2.0,39.6551724137931,15.517241379310343,68.0,150.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,380,30
462,9,92,29,62,38,19,3,31,36,34,6,0,14.9375,2.875,1.1875,2.84375,0.59375,0.09375,1.125,30.909090909090907,28.57142857142857,69.23076923076923,0.90625,1.9375,30.434782608695656,19.565217391304348,72.0,160.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,407,30
463,9,106,26,38,6,11,7,40,59,41,0,0,10.483870967741936,3.419354838709677,0.1935483870967742,2.064516129032258,0.3548387096774194,0.2258064516129032,1.903225806451613,50.0,0.0,64.86486486486487,0.8387096774193549,1.2258064516129032,38.67924528301887,22.641509433962263,74.0,185.07189947439133,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,411,30
464,9,14,4,16,5,2,3,8,13,6,0,0,12.714285714285714,2.0,0.7142857142857143,2.857142857142857,0.2857142857142857,0.4285714285714285,1.8571428571428568,37.5,0.0,100.0,0.5714285714285714,2.2857142857142856,42.85714285714285,14.285714285714285,77.0,183.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,418,30
465,9,22,0,3,2,1,0,6,3,8,3,0,6.285714285714286,3.142857142857143,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.0,0.4285714285714285,36.36363636363637,33.33333333333333,75.0,0.0,0.4285714285714285,22.727272727272727,13.636363636363637,70.0,155.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,423,30
466,9,500,10,84,137,32,3,80,70,157,76,0,33.88235294117647,14.705882352941176,4.029411764705882,2.764705882352941,0.9411764705882352,0.088235294117647,2.0588235294117645,38.29268292682927,36.018957345971565,88.70967741935483,0.2941176470588235,2.4705882352941178,16.2,22.0,71.0,174.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,433,30
467,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,175.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,438,30
468,9,8,2,3,1,1,1,2,3,4,0,0,5.714285714285714,1.1428571428571428,0.1428571428571428,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.4285714285714285,26.666666666666668,0.0,0.0,0.2857142857142857,0.4285714285714285,50.0,0.0,74.0,165.0,0,22,12,1.8333333333333333,1,2295,744,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,0.824,0.471,6875,42.44,74.73,35.29,40.54,76.08,34.9,True,False,5,471,30
