bioID,pos,height,weight,college,collegeOther,birthDate,age
larkier01w,F,73.0,210.0,North Carolina,,1986-04-02,37.52
lassiam01w,F,73.0,160.0,Missouri,,1979-06-09,44.34
lattaiv01w,G,66.0,143.0,North Carolina,,1984-09-24,39.04
lavenja01w,C,76.0,185.0,Ohio State,,1988-11-12,34.91
lawsoed01w,G,66.0,130.0,,,1979-05-14,44.41
lawsoka01w,G,69.0,165.0,Tennessee,,1981-02-14,42.65
lazicka01w,F-C,70.0,147.0,,,1980-05-25,43.38
lehnish01w,G,69.0,147.0,Kansas State,,1986-10-27,36.96
lennobe01w,G,68.0,143.0,Louisiana Tech,,1976-12-04,46.85
leslili01w,C,77.0,170.0,USC,,1972-07-07,51.26
leuchye01w,C,77.0,195.0,West Virginia,,1983-04-30,40.45
levanni01w,G,68.0,163.0,Xavier,,1979-05-17,44.4
levesni01w,G,63.0,115.0,Wake Forest,,1972-04-11,51.5
lewista01w,F-C,74.0,212.0,Louisiana Tech,,1979-07-10,44.25
lewisty01w,G,70.0,152.0,North Carolina State,,1979-05-08,44.43
liebena01w,G,70.0,150.0,Old Dominion,,1958-07-01,65.28
lilleta01w,G,66.0,130.0,Oregon,,1988-02-29,35.61
littlca01w,F,74.0,180.0,North Carolina,,1985-01-18,38.73
lloydan01w,F,74.0,175.0,Texas,,1965-02-09,58.67
lobore01w,F,76.0,190.0,Connecticut,,1973-10-06,50.01
lovelst01w,F,76.0,170.0,Purdue,,1974-12-05,48.85
luckepa01w,F,73.0,165.0,Houston,,1975-05-14,48.41
luzhe01w,G,68.0,144.0,,,1972-11-23,50.88
lyttlsa01w,F,76.0,175.0,Houston,,1983-09-20,40.06
mabikmw01w,G-F,71.0,165.0,,,1976-07-27,47.21
macchla01w,F,73.0,169.0,,,1979-05-24,44.38
machacl01w,C-F,77.0,180.0,Old Dominion,,1976-10-04,47.02
mahonme01w,F,72.0,160.0,Kansas State,,1983-02-13,40.66
mahonsh01w,F,76.0,178.0,Western Kentucky,,1977-07-03,46.27
maigaha01w,G-F,73.0,160.0,Old Dominion,,1978-04-25,45.46
malcona01w,F,73.0,170.0,Providence,,1975-11-27,47.87
malloam01w,G,64.0,148.0,St. Joseph's,,1970-04-21,53.47
malloso01w,C,77.0,210.0,Georgia Tech,,1981-09-02,42.11
maltsev01w,G,71.0,165.0,,,1978-12-20,44.81
mannish01w,F-C,75.0,186.0,North Carolina State,,1969-03-20,54.56
mannkr01w,F,73.0,185.0,UC Santa Barbara,,1983-08-10,40.17
mapprh01w,C,74.0,190.0,North Carolina State,,1969-10-13,53.99
marcimi01w,G,70.0,154.0,Tennessee,,1973-10-29,49.95
margiga01w,F,73.0,164.0,Drexel,,1987-02-12,36.66
martima01w,F,76.0,172.0,UCLA,,1978-04-17,45.48
martinu01w,G,69.0,167.0,,,1984-02-29,39.61
mascira01w,F,72.0,169.0,,,1980-09-30,43.03
maslemi01w,F,74.0,170.0,Penn State,,1974-10-10,49.0
matteca01w,G,69.0,167.0,Ohio State,,1982-08-22,41.14
matteka01w,C,80.0,240.0,Liberty,,1982-11-17,40.9
maxwean01w,F,71.0,186.0,New Mexico State,,1974-04-07,49.51
maxwemo01w,F,69.0,162.0,Louisiana Tech,,1976-12-21,46.8
maytuet01w,F,72.0,167.53222930475303,Oklahoma,,1973-04-28,50.45
mazzake01w,G,72.0,155.0,Penn State,,1982-02-02,41.69
mccaibr01w,G,63.0,135.0,Florida,,1979-09-21,44.05
mccaiti01w,G-F,70.0,167.0,Kentucky,,1976-10-06,47.01
mccanra01w,F,73.0,161.0,North Carolina,,1986-11-17,36.9
mccarja01w,C,74.0,205.0,Minnesota,,1982-11-03,40.94
mccarjo01w,G,67.0,130.0,Illinois-Chicago,,1974-10-26,48.96
mccarst01w,G-F,69.0,155.0,Purdue,,1977-06-20,46.31
mcclaka01w,F-C,74.0,180.0,Georgia,,1965-09-19,58.06
mcconsu01w,G,65.0,125.0,Penn State,,1966-07-29,57.2
mccouan01w,F,73.0,160.0,Louisville,,1986-09-10,37.08
mccrada01w,G-F,71.0,170.0,Kansas,,1987-10-08,36.01
mccrani01w,G,71.0,158.0,Tennessee,,1971-12-11,51.83
mccrini01w,G,68.0,125.0,USC,,1972-03-22,51.55
mcculda01w,F-C,75.0,180.0,Western Kentucky,,1975-01-18,48.73
mcgeepa01w,C-F,75.0,200.0,USC,,1962-12-01,60.86
mcgheca01w,F-C,73.0,179.0,Tennessee,,1968-03-06,55.6
mckivte01w,C-F,75.0,220.0,Tulane,,1980-10-05,43.01
mcwilta01w,F-C,74.0,188.0,St. Edwards,,1970-10-20,52.97
melvich01w,C-F,75.0,185.0,North Carolina State,,1976-05-03,47.44
mendigi01w,G,71.0,174.0,Washington,,1982-01-09,41.75
miaomi01w,G,71.0,153.0,,,1981-06-03,42.35
millebr01w,C,76.0,195.21097358730538,Florida State,,1987-08-10,36.17
milleco01w,G,69.0,140.0,Georgia,,1978-09-06,45.1
milleke01w,G,70.0,140.0,Georgia,,1978-09-06,45.1
millsta01w,C,75.0,232.0,Alabama,,1976-02-29,47.61
miltode01w,F,73.0,185.0,Florida,,1974-09-11,49.08
mitchle01w,G,65.0,130.0,Utah,,1985-06-15,38.32
mizrali01w,G,67.0,130.0,Maryland,,1970-06-24,53.3
moeggli01w,F,73.0,195.0,Michigan State,,1984-05-25,39.38
moisead01w,G,66.0,140.0,,,1978-12-06,44.85
mokanch01w,F,77.0,191.6085238325387,Mississippi State (jr-sr),Southeastern Illinois (fr-so),1988-10-13,34.99
monroja01w,C,77.0,162.0,Florida State,,1988-09-04,35.1
montaan01w,F,73.0,190.0,George Washington,,1980-10-24,42.96
montgal01w,G-F,73.0,185.0,Georgia Tech,,1988-11-12,34.91
montgre01w,G,67.0,139.0,Connecticut,,1986-12-02,36.86
mooreja01w,C,73.0,207.0,Long Beach State,,1979-11-06,43.93
mooreje01w,F-C,75.0,175.0,Connecticut,,1982-07-09,41.26
moorelo01w,G,69.0,165.0,Tennessee,,1983-03-21,40.56
moorema01w,F,72.0,175.0,Connecticut,,1989-06-11,34.33
moorena01w,G,70.0,145.0,Alabama,,1984-11-04,38.93
moorepe01w,F,72.0,135.0,Long Beach State,,1969-01-25,54.71
mooreta01w,G-F,71.0,167.0,Wisconsin,,1980-04-11,43.5
mooreyo01w,F,72.0,174.0,Mississippi,,1974-07-01,49.28
moosca01w,F-C,78.0,182.0,Stanford,,1978-05-23,45.39
morehmo01w,F-C,75.0,175.0,Auburn,,1974-01-18,49.73
morgale01w,F,73.0,172.21821951485896,Francis Marion,,1969-11-01,53.94
morrije01w,G,69.0,146.0,San Diego State,,1987-07-21,36.22
morrila01w,F,73.0,160.0,Auburn,,1974-05-26,49.38
morrizi01w,C,76.0,195.21097358730538,none,,1989-02-15,34.65
mosbybe01w,F,73.0,172.0,Baylor,Florida,1984-02-14,39.66
mosleju01w,F,73.0,170.0,Hawai'i,,1968-03-17,55.57
moweje01w,C,77.0,236.0,Oregon,,1978-02-25,45.62
mulitna01w,C,75.0,207.0,Stanford,,1976-03-06,47.6
murphsh01w,G,71.0,164.0,USC,,1985-04-15,38.49
nagyan01w,G,67.0,147.0,Florida International,,1971-11-16,51.9
nanch01w,C,78.0,204.0,,,1983-01-06,40.76
ndiayas01w,F-C,75.0,182.0,Southern Nazarene,,1973-11-05,49.93
ndongem01w,C,74.0,170.0,,,1983-04-25,40.46
nemcoev01w,F,74.0,178.0,,,1972-12-03,50.85
neroja01w,F,71.0,180.0,Alabama-Birmingham,,1968-11-08,54.92
nevescl01w,G,68.0,136.0,,,1975-02-17,48.65
newtoch01w,G,71.0,154.0,Rutgers,,1983-02-17,40.65
ngarsch01w,C,75.0,168.0,Missouri,,1983-06-23,40.3
ngoyibe01w,C,76.0,195.0,,,1982-08-26,41.13
nichoti01w,G,63.0,146.0,Penn State,,1973-09-27,50.04
nieuwma01w,C,77.0,180.0,Valparaiso,,1980-04-12,43.5
nikolmi01w,F,75.0,185.0,,,1971-07-04,52.27
nnamach01w,G,72.0,156.0,Georgia Tech,,1985-06-15,38.32
nolande01w,G-F,69.0,147.0,Georgia,,1979-08-25,44.13
nygaava01w,F,73.0,166.0,Stanford,,1975-03-13,48.58
ogayu01w,G,66.0,140.0,,,1982-10-17,40.98
ogwumnn01w,F,74.0,176.9688440726905,Stanford,,1990-07-02,33.28
oheaje01w,G-F,73.0,174.0,Australian Institute of Sport,,1987-06-06,36.35
ohldeni01w,F-C,77.0,190.0,Kansas State,,1982-03-13,41.58
olajuab01w,C,76.0,236.0,Oklahoma,,1988-07-06,35.26
oneilkr01w,G-F,73.0,158.0,Washington,,1983-04-12,40.5
orrki01w,G,66.0,141.0,Duke,,1975-09-16,48.07
osburde01w,C,76.0,195.21097358730538,Oregon,,1972-02-11,51.66
osipoir01w,C,77.0,190.0,,,1981-06-25,42.29
owenhe01w,F,77.0,212.0,Stanford,,1976-05-06,47.43
owenssh01w,C,74.0,175.0,Kentucky,,1978-05-16,45.4
pageda01w,F,74.0,179.0,Nebraska,,1986-11-14,36.91
pagemu01w,F,74.0,160.0,Florida,,1975-09-18,48.06
paigeyo01w,G,66.0,147.0,West Virginia,,1983-09-18,40.06
paliesa01w,G,67.0,159.0,,,1981-07-23,42.22
palmewe01w,F,74.0,165.0,Virginia,,1974-08-12,49.16
parisco01w,C,76.0,250.0,Oklahoma,,1987-09-21,36.05
parkeca01w,F,76.0,175.0,Tennessee,,1986-04-19,37.48
pascafl01w,C,76.0,187.0,,,1982-01-19,41.72
paschti01w,F,73.0,165.0,Florida State,,1969-03-22,54.55
pavlimi01w,F-C,75.0,175.0,Denver,,1977-11-27,45.87
payeka01w,G,68.0,150.0,Stanford,,1974-03-06,49.6
pederka01w,F,76.0,190.0,Stanford,,1989-04-04,34.52
penicti01w,G,71.0,145.0,Old Dominion,,1974-09-18,49.06
pennjo01w,F,72.0,160.0,South Carolina,,1979-09-10,44.08
perazja01w,G-F,72.0,170.0,Maryland,,1960-12-06,62.84
perkiji01w,G,68.0,155.0,Texas Tech,,1982-02-23,41.63
perpeer01w,F-G,75.0,181.0,The Master's College,,1979-06-05,44.35
peterde01w,F,74.0,170.0,Notre Dame,,1989-10-08,34.01
petroso01w,F,73.0,172.21821951485896,none,,1989-02-18,34.64
pettibr01w,G,69.0,150.0,Florida,,1971-01-01,52.77
philler01w,G,67.0,162.0,,,1985-05-19,38.4
phillpo01w,F,74.0,173.0,Georgia,,1988-01-13,35.74
phillta01w,F-C,74.0,200.0,Central Florida,,1969-03-06,54.6
phillta02w,C,78.0,198.0,Xavier,,1989-01-24,34.71
pierspl01w,F-C,74.0,181.0,Texas Tech,,1981-08-30,42.11
plowdvi01w,F,72.0,167.53222930475303,Miami (FL),,1971-07-22,52.22
pohleje01w,G,72.0,179.0,Stanford,,1989-05-02,34.44
pollica01w,F,77.0,165.0,Texas,,1966-03-16,57.57
pondeca01w,G,69.0,160.0,Rutgers,,1983-01-07,40.76
potthan01w,F,73.0,191.0,Penn State,,1974-06-12,49.33
powelel01w,G,68.0,150.0,Louisiana State,,1975-08-09,48.17
powelni01w,F,74.0,175.0,Stanford,,1982-06-22,41.3
prahasa01w,G,67.0,129.0,Ohio State,,1990-01-23,33.71
pricear01w,G-F,69.0,133.0,Mississippi,,1985-04-03,38.52
pricefr01w,G,69.0,178.0,Iowa,,1968-04-28,55.45
pridely01w,F-G,74.0,180.0,Kansas,,1978-10-16,44.99
princep01w,G,69.0,167.0,Rutgers,,1988-01-11,35.75
pringla01w,F-C,75.0,162.0,North Carolina,,1986-09-11,37.08
queenbr01w,F,74.0,185.0,Boston College,,1984-04-10,39.5
quiglal01w,G,70.0,140.0,DePaul,,1986-06-20,37.31
quinnno01w,G,72.0,175.0,UCLA,,1985-01-03,38.77
quinnte01w,F,76.0,165.0,Seton Hall,,1974-09-07,49.09
radunha01w,C,75.0,187.0,,,1978-01-10,45.75
raglafe01w,G,67.0,133.0,Oregon State,,1980-02-03,43.69
randase01w,G,69.0,164.0,Tennessee,,1979-02-07,44.67
rasmukr01w,F,76.0,174.0,Michigan State,,1978-11-01,44.94
ravenbr01w,G,72.0,162.0,Texas,,1988-08-01,35.19
raymost01w,G,65.0,139.0,Northern Illinois,,1985-01-15,38.74
raymota01w,F,74.0,195.0,Connecticut,,1980-04-12,43.5
reddja01w,F,73.0,164.0,Washington,,1977-11-05,45.93
redmoka01w,G-F,73.0,170.64249631242112,Gonzaga,Washington,1988-10-11,35.0
reedbr01w,F,73.0,168.0,Southern Mississippi,,1977-02-17,46.64
reedch01w,F,73.0,165.0,Arkansas-Little Rock,,1989-03-28,34.54
reedmi01w,G,71.0,165.0,Western Kentucky,,1973-05-24,50.38
reidtr01w,F,71.0,150.0,North Carolina,,1976-11-01,46.94
reissta01w,G,66.0,129.0,Virginia,,1970-04-02,53.52
resska01w,F,76.0,194.0,Boston College,,1985-06-26,38.29
reynoch01w,F,74.0,180.0,Houston,,1972-02-08,51.67
rileyan01w,G,65.0,136.0,Oklahoma State,,1988-07-22,35.22
rileyru01w,C,77.0,198.0,Notre Dame,,1979-08-28,44.12
rizzoje01w,G,66.0,146.0,Connecticut,,1974-05-15,49.41
roberav01w,G,69.0,145.0,Ohio State,,1970-01-29,53.7
roberny01w,C,75.0,209.0,Old Dominion,,1976-03-10,47.59
robinas01w,C,76.0,180.0,Tennessee,,1982-08-12,41.16
robincr01w,F-G,71.0,155.0,SE Oklahoma State,,1974-01-22,49.72
robinda01w,G,69.0,125.0,Oklahoma,,1989-05-10,34.42
robinre01w,G,71.0,166.0,Virginia,,1978-06-15,45.32
robinsc01w,G,71.0,155.0,Louisiana State,,1983-01-09,40.75
rolanja01w,G-F,73.0,167.0,Purdue,,1975-02-03,48.68
rossad01w,G,68.0,142.0,Texas Christian,,1984-11-23,38.88
rouilni01w,G,67.0,130.0,Loyola Marymount,,1970-01-23,53.71
roundsa01w,G,67.0,145.0,Georgia,,1976-10-04,47.02
ruffje01w,G-F,71.0,140.0,Washington State,,1974-09-12,49.08
rushle01w,F,73.0,175.0,Oklahoma,,1984-10-25,38.96
ryankr01w,F,71.0,150.0,Sacramento State,,1972-11-19,50.89
rycraeu01w,C,75.0,175.0,Cal State Fullerton,,1968-12-06,54.84
salesny01w,G-F,72.0,184.0,Connecticut,,1976-05-10,47.42
sampsch01w,G,71.0,175.0,Kansas,,1974-09-01,49.11
sampsto01w,G,70.0,154.40867158271234,North Carolina,,1972-03-02,51.61
samsh01w,F-G,72.0,160.0,Vanderbilt,,1974-05-05,49.43
sanchis01w,G,70.0,152.0,,,1976-11-28,46.87
sandeam01w,G,71.0,156.0,Hawai'i,,1983-06-05,40.35
sandish01w,G,72.0,145.0,,,1969-01-22,54.72
sanfona01w,F-C,76.0,200.0,Kansas,,1976-05-10,47.42
sanniol01w,C,74.0,185.07189947439133,West Virginia,,1986-08-21,37.14
santoal01w,C,77.0,181.0,,,1973-12-02,49.86
santoke01w,F,75.0,188.0,,,1979-11-10,43.92
sarenra01w,C,78.0,222.0,,,1974-06-27,49.29
sauerpa01w,C,76.0,203.0,Connecticut,,1977-12-08,45.84
saundja01w,F,71.0,145.0,Texas A&M,,1979-08-21,44.14
saureau01w,G,70.0,163.0,,,1976-10-31,46.94
savasla01w,G,68.0,134.0,Washington,,1974-03-18,49.57
schumke01w,C,77.0,183.0,Connecticut,,1977-10-14,45.99
schwege01w,G-F,72.0,160.0,Duke,,1979-01-31,44.69
scottol01w,C,74.0,175.0,Stanford,,1976-08-05,47.18
scottra01w,F,75.0,169.0,Colorado,,1975-08-12,48.16
shakiel01w,F-C,75.0,190.0,,,1970-06-02,53.36
sharpkb01w,G,69.0,145.0,Cincinnati,,1981-04-18,42.48
sheetsh01w,G,66.0,130.0,Colorado,,1975-08-15,48.16
shegoch01w,C,77.0,200.38190138489156,North Carolina,,1990-02-22,33.63
shielas01w,G,70.0,155.0,SW Tennessee CC,,1985-07-15,38.24
shudlca01w,C,72.0,175.20320067115497,Minnesota,,1972-05-13,51.41
shulead01w,G,66.0,153.0,Georgia,,1969-04-24,54.46
simondy01w,G,65.0,137.0,Arizona State,,1989-09-29,34.03
simpsda01w,F,75.0,160.0,Houston,,1969-04-11,54.5
slaisma01w,G,68.0,173.0,Cincinnati,,1973-08-23,50.13
slauggw01w,F,75.0,181.0,Tulane,,1980-07-01,43.28
slavtge01w,G,73.0,160.0,Florida International,,1979-10-20,43.98
smithai01w,F,74.0,173.0,Louisiana State,,1980-07-18,43.23
smithbr01w,F-C,75.0,195.0,Stanford,,1984-04-30,39.45
smithch01w,G,67.0,140.0,Arkansas,,1975-08-14,48.16
smithch02w,F,70.0,145.0,Stanford,,1975-05-02,48.44
smithch03w,G,72.0,148.0,North Carolina,,1973-08-23,50.13
smithcr01w,G,66.0,121.0,Iowa,,1984-03-12,39.58
smithje01w,C,75.0,198.0,Michigan,,1982-04-10,41.5
smithka01w,G-F,71.0,174.0,Ohio State,,1974-06-04,49.35
smithki01w,F,73.0,158.0,Utah,,1984-05-07,39.43
smithla01w,G,67.0,150.0,Mississippi State,,1974-02-06,49.68
smithta01w,F-C,76.0,160.0,Iowa,,1977-04-01,46.53
smithty01w,F,72.0,167.53222930475303,Delaware,,1985-04-21,38.47
smithwa01w,G,71.0,175.0,Duke,,1985-07-09,38.26
snellbe01w,G,69.0,170.0,University of Sydney,,1981-10-01,42.03
snowmi01w,C,77.0,158.0,Tennessee,,1980-03-20,43.56
sobrale01w,F,73.0,183.0,,,1974-11-22,48.88
sobrama01w,C,75.0,163.0,,,1964-03-23,59.55
spencsi01w,G,75.0,183.0,Tennessee,,1985-03-07,38.6
spornra01w,F,74.0,150.0,,,1968-05-26,55.38
stafftr01w,F,73.0,180.0,California,,1970-11-11,52.91
staleda01w,G,66.0,134.0,Virginia,,1970-05-04,53.44
stansti01w,F-C,75.0,183.0,North Carolina State,,1983-01-16,40.73
starbka01w,G,73.0,153.0,Stanford,,1975-07-30,48.2
stedika01w,F-G,72.0,173.0,Stanford,,1967-12-11,55.83
stepama01w,C,80.0,187.0,,,1979-02-23,44.63
stephre01w,G,71.0,160.0,UCLA,,1969-12-28,53.79
stephst01w,C,76.0,205.0,Texas,,1982-01-21,41.72
stevema01w,F-C,75.0,166.0,Auburn,,1982-02-04,41.68
stileja01w,G,68.0,144.0,Missouri State,,1978-12-21,44.8
stillva01w,F-C,73.0,151.0,Kentucky,,1961-05-14,62.41
stinsan01w,G,70.0,158.0,North Carolina State,,1967-11-25,55.88
stiresh01w,F,71.0,208.0,Kansas State,,1972-05-21,51.39
stockta01w,F-C,74.0,165.0,Florida,,1979-01-29,44.7
streiju01w,F,74.0,165.0,,,1972-05-14,51.41
stricsh01w,G-F,74.0,178.0,Tennessee,,1990-07-30,33.2
strotan01w,G-F,75.0,166.0,Connecticut,,1983-12-11,39.83
suberto01w,G,67.0,137.0,Virginia,,1974-11-23,48.88
summela01w,C,74.0,167.0,,,1983-12-13,39.83
sun-mju01w,C,73.0,168.0,,,1974-10-12,49.0
suttota01w,C,76.0,199.0,Rutgers,,1978-01-27,45.7
swanike01w,G,67.0,144.0,Connecticut,,1986-08-10,37.17
swoopsh01w,F-G,72.0,145.0,Texas Tech,,1971-03-25,52.55
swordca01w,C,78.0,210.0,Boston College,,1989-07-19,34.23
sykesap01w,G-F,72.0,165.99938091266486,Rutgers,,1990-07-30,33.2
tatede01w,G,68.0,150.0,Maryland,,1966-05-13,57.41
tateso01w,G,66.0,157.0,Arkansas State,,1971-09-07,52.09
tauradi01w,F-G,72.0,172.0,Connecticut,,1982-06-11,41.33
tayloli01w,C,80.0,200.0,UC Santa Barbara,,1981-05-20,42.39
taylope01w,F,73.0,168.0,,,1981-05-24,42.38
teaslni01w,G,72.0,169.0,North Carolina,,1979-03-22,44.56
teilaza01w,C,79.0,170.0,Western Illinois,,1983-09-24,40.05
terryka01w,C-F,75.0,183.0,Georgia Tech,,1983-10-21,39.97
thirdtr01w,F,71.0,160.0,Washington,,1968-02-27,55.62
thomaca01w,F,75.0,200.0,Vanderbilt,,1985-10-31,37.94
thomach01w,C,75.0,185.0,Georgia,,1982-08-14,41.16
thomaja01w,G,69.0,145.0,Duke,,1989-09-30,34.03
thomakr01w,C,77.0,195.0,Duke,,1989-06-10,34.34
thomala01w,F,74.0,165.0,Mississippi State,,1981-07-06,42.26
thomast01w,F,70.0,154.0,Michigan,,1978-08-29,45.12
thompal01w,F,73.0,180.0,Texas Tech,,1976-06-30,47.28
thompam01w,F,73.0,170.0,Oklahoma,,1987-11-18,35.9
thomppa01w,F,73.0,193.0,Tennessee,,1975-01-16,48.73
thompti01w,F,74.0,178.0,USC,,1975-02-10,48.67
thorbsh01w,G,69.0,149.0,Utah,,1982-08-07,41.18
thorner01w,G,70.0,150.0,Brigham Young,,1981-05-19,42.4
threaro01w,G,67.0,150.0,Wisconsin,,1970-07-01,53.28
tilliic01w,C-F,77.0,165.0,Duke,,1981-12-06,41.85
timmsmi01w,G,67.0,132.0,,,1965-06-28,58.29
tolerpe01w,G,68.0,132.0,Long Beach State,,1966-03-24,57.55
tolivkr01w,G,67.0,130.0,Maryland,,1987-01-27,36.7
torniel01w,F,73.0,160.0,,,1965-05-27,58.37
torrele01w,C,75.0,171.0,Florida State,,1978-04-06,45.51
traviti01w,G-F,71.0,145.0,Flordia,,1978-03-20,45.56
tremich01w,G,66.0,142.0,Auburn,,1969-10-20,53.97
tricetr01w,F-C,74.0,180.0,North Carolina State,,1965-08-04,58.18
tunsine01w,G-F,73.0,170.0,Iowa State,,1970-08-22,53.14
turneba01w,G-F,72.0,172.0,Connecticut,,1984-06-08,39.34
tutermo01w,G,72.0,155.0,Arizona State,,1975-08-25,48.13
tuvicsl01w,C,76.0,194.0,,,1977-09-19,46.06
tzekopo01w,C,76.0,189.0,,,1968-04-30,55.45
udokamf01w,F,72.0,187.0,DePaul,,1976-06-16,47.32
ujhelpe01w,F-C,76.0,200.0,South Carolina,,1980-12-17,42.81
umoh-it01w,G,67.0,140.0,Clemson,,1977-02-21,46.63
valdeam01w,F,73.0,160.0,,,1976-08-18,47.15
vandeco01w,G,68.0,130.0,Gonzaga,,1989-02-08,34.67
vanemal01w,F,75.0,175.0,UCLA,,1968-04-14,55.49
vangomi01w,C,78.0,187.0,Duke,,1977-05-10,46.42
vaughki01w,C,76.0,208.0,Rutgers,,1987-01-24,36.71
vaughkr01w,F,73.0,160.0,Virginia Commonwealth,,1986-09-08,37.09
vealkr01w,G,70.0,150.0,,,1981-07-24,42.21
veselja01w,F,75.0,195.0,none,,1983-12-31,39.78
vidicbo01w,G,69.0,133.0,Oregon State,,1973-01-07,50.76
viglida01w,G,70.0,157.0,Texas,,1975-03-07,48.6
vilipda01w,F-C,76.0,207.0,,,1975-03-30,48.53
vodicka01w,F-C,76.0,190.0,,,1972-12-19,50.81
vodopna01w,F,75.0,181.0,,,1981-04-06,42.51
voigtka01w,G,73.0,162.0,Wisconsin,,1975-04-07,48.51
vukadmi01w,G,73.0,150.0,California,,1968-11-18,54.89
walkeas01w,F-C,73.0,200.0,California,,1987-02-24,36.63
walkeay01w,F,75.0,142.0,Louisiana Tech,,1979-09-10,44.08
walkede01w,F,75.0,168.0,Virginia,,1977-11-28,45.87
walkema01w,C,75.0,253.0,Pittsburgh,,1986-10-17,36.98
walsema01w,F,74.0,184.0,Penn State,,1978-10-28,44.95
wardvo01w,C,78.0,170.0,Tennessee,,1973-03-16,50.57
warleav01w,C,75.0,190.10763961713863,Liberty,,1987-05-17,36.4
washico01w,G,66.0,138.0,Notre Dame,,1971-01-17,52.73
washito01w,F,71.0,160.0,Florida,,1977-12-30,45.78
wautean01w,C,76.0,193.0,,,1980-10-12,43.0
weathte01w,G,68.0,161.0,Louisiana Tech,,1965-12-08,57.84
webbum01w,G-F,70.0,162.0,North Carolina State,,1975-06-26,48.29
weberma01w,C,77.0,200.0,Iona,,1982-06-01,41.36
weckeke01w,F,73.0,172.0,Kansas State,,1982-12-16,40.82
whaleli01w,G,68.0,150.0,Minnesota,,1982-05-09,41.42
whitede01w,F,71.0,180.0,Louisiana State,,1980-04-03,43.52
whiteer01w,G,63.0,135.0,Louisiana State,,1986-08-26,37.13
whiteta01w,G,67.0,154.0,Mississippi State,,1982-09-27,41.04
whitiva01w,C-F,74.0,199.0,Stanford,,1972-04-09,51.5
whitmta01w,F,74.0,190.0,Memphis,,1977-06-05,46.35
whittje01w,C,77.0,176.0,,,1973-09-05,50.1
whittkh01w,F,73.0,185.0,North Carolina State,,1986-08-05,37.18
wickssu01w,F,75.0,191.0,Rutgers,,1966-11-26,56.87
widemja01w,G,66.0,135.0,Stanford,,1975-10-16,47.99
wiggica01w,G,71.0,154.0,Stanford,,1987-02-14,36.65
wilkeda01w,G,65.0,121.0,Long Beach State,,1969-02-27,54.62
wilkibr01w,C,75.0,185.0,Iowa State,,1983-06-15,40.32
williad01w,F-C,77.0,170.0,USC,,1977-02-15,46.65
willian01w,G,72.0,149.0,Illinois,,1983-07-21,40.22
willibe01w,G,69.0,145.0,Texas,,1965-11-09,57.92
willide01w,G,68.0,160.0,Louisiana Tech,,1972-09-23,51.05
williki01w,G,66.0,136.0,DePaul,Westark CC,1974-10-14,48.99
willile01w,F,72.0,200.0,Auburn,,1981-02-10,42.66
willile02w,G-F,71.0,155.0,DePaul,,1979-07-04,44.27
willili01w,G,71.0,170.0,UCLA,,1984-06-13,39.33
willina01w,F-C,74.0,210.0,UCLA,,1970-11-30,52.86
williri01w,G,66.0,135.0,Connecticut,,1976-01-14,47.74
williri02w,G,67.0,165.0,Miami,,1990-05-28,33.37
willisa01w,G-F,72.0,165.99938091266486,Auburn,,1973-09-24,50.05
willish01w,G,66.0,135.0,Oregon,,1980-04-14,43.49
willita01w,G,71.0,170.0,Auburn,,1974-07-23,49.22
willito01w,G,68.0,138.0,Texas A&M,,1982-01-11,41.75
williwe01w,G,67.0,141.0,Arkansas,,1978-11-18,44.9
wilsoam01w,F,71.0,176.0,Louisiana Tech,,1977-02-06,46.67
wirthch01w,F,73.0,185.0,Vanderbilt,,1987-04-18,36.48
wisdoli01w,F,74.0,186.0,Purdue,,1986-05-26,37.38
witheso01w,G,70.0,145.0,Florida,,1969-07-06,54.26
wojtaju01w,G-F,72.0,175.0,Wisconsin-Green Bay,,1989-04-09,34.51
wolteka01w,C,79.0,227.0,Connecticut,,1975-08-15,48.16
wolvean01w,F-C,75.0,205.0,Oregon,,1978-12-08,44.84
woodaly01w,G,72.0,160.0,Kansas,,1959-08-12,64.16
woodki01w,C,76.0,195.21097358730538,Wisconsin-Green Bay,,1972-09-16,51.07
wooslti01w,G,67.0,132.0,Tennessee,,1973-04-04,50.52
wrighfa01w,G,66.0,130.0,San Diego State,,1973-01-28,50.7
wrighmo01w,G,71.0,178.0,Virginia,,1988-07-15,35.24
wrighsh01w,F,70.0,155.0,Purdue,,1981-09-21,42.05
wrighta01w,G,71.0,165.0,Penn State,,1983-11-20,39.89
wyckobr01w,F,73.0,183.0,Florida State,,1980-03-30,43.53
wynneda01w,F,74.0,175.0,Seton Hall,,1975-02-02,48.69
yamasli01w,G,73.0,190.0,Stanford,,1980-06-02,43.36
yilmane01w,F-C,76.0,193.0,,,1980-06-06,43.35
youngca01w,G,69.0,175.0,Auburn,,1969-07-28,54.2
youngso01w,F,73.0,165.0,Baylor,,1983-12-15,39.82
youngta01w,F,74.0,166.0,James Madison,,1986-10-30,36.95
zakalok01w,C,78.0,174.0,,,1977-12-18,45.81
zarafr01w,G,70.0,146.0,,,1976-12-08,46.84
zellosh01w,G,70.0,155.0,Pittsburgh,,1986-08-28,37.12
zhengha01w,C,80.0,254.0,,,1967-03-07,56.6
zirkozu01w,G,69.0,145.0,,,1980-06-06,43.35
